Date,Exchange Rate,US Interest Rate,Turkey Interest Rate,Turkey GDP Growth Rate,Unemployment,Current Account Balance,Inflation Rate Differential,US GDP Growth Rate,Turkey Public Debt ,Unemployment (US),Unemployment Differential
02/04/12,1.7776,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
03/04/12,1.7823,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
04/04/12,1.7941,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
05/04/12,1.7914,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
06/04/12,1.7946,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
09/04/12,1.7992,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
10/04/12,1.8145,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
11/04/12,1.8082,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
12/04/12,1.7937,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
13/04/12,1.7975,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
16/04/12,1.7962,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
17/04/12,1.7881,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
18/04/12,1.7882,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
19/04/12,1.7917,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
20/04/12,1.793,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
23/04/12,1.7948,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
24/04/12,1.7803,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
25/04/12,1.7699,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
26/04/12,1.762,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
27/04/12,1.7611,0.25,5,-16.543,9.33,-6.228,8.83521,3.3,-4557,8.2,1.13
30/04/12,1.7573,0.25,5,-16.543,9.33,-4.557,8.83521,3.3,-4557,8.2,1.13
01/05/12,1.7545,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
02/05/12,1.7607,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
03/05/12,1.7633,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
04/05/12,1.7583,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
07/05/12,1.7605,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
08/05/12,1.7768,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
09/05/12,1.7942,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
10/05/12,1.7841,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
11/05/12,1.7842,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
14/05/12,1.8097,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
15/05/12,1.8254,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
16/05/12,1.826,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
17/05/12,1.8298,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
18/05/12,1.8358,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
21/05/12,1.8238,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
22/05/12,1.8438,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
23/05/12,1.8502,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
24/05/12,1.8474,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
25/05/12,1.8496,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
28/05/12,1.8369,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
29/05/12,1.8327,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
30/05/12,1.8568,0.25,5,-16.543,9.33,-4.557,6.576234,3.3,-5304,8.2,1.13
31/05/12,1.8673,0.25,5,-16.543,9.33,-5.303,6.576234,3.3,-5304,8.2,1.13
01/06/12,1.8583,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
04/06/12,1.8516,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
05/06/12,1.8463,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
06/06/12,1.8286,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
07/06/12,1.8268,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
08/06/12,1.8222,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
11/06/12,1.8307,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
12/06/12,1.8254,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
13/06/12,1.82,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
14/06/12,1.815,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
15/06/12,1.8124,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
18/06/12,1.8117,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
19/06/12,1.8007,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
20/06/12,1.7932,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
21/06/12,1.8073,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
22/06/12,1.8147,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
25/06/12,1.8221,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
26/06/12,1.8078,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
27/06/12,1.814,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
28/06/12,1.8275,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
29/06/12,1.8083,0.25,5,-16.543,9.33,-5.303,7.204573,3.3,-3954,8.2,1.13
02/07/12,1.8044,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
03/07/12,1.7967,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
04/07/12,1.8068,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
05/07/12,1.8091,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
06/07/12,1.8182,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
09/07/12,1.8212,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
10/07/12,1.8172,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
11/07/12,1.8095,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
12/07/12,1.8211,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
13/07/12,1.8111,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
16/07/12,1.8088,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
17/07/12,1.8049,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
18/07/12,1.8021,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
19/07/12,1.8025,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
20/07/12,1.8082,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
23/07/12,1.8194,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
24/07/12,1.8284,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
25/07/12,1.8217,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
26/07/12,1.8129,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
27/07/12,1.812,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
30/07/12,1.8015,0.25,5,11.995,7.7,-3.955,7.656736,2.6,-4089,8.2,-0.5
31/07/12,1.7952,0.25,5,11.995,7.7,-4.089,7.656736,2.6,-4089,8.2,-0.5
01/08/12,1.8083,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
02/08/12,1.8015,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
03/08/12,1.7788,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
06/08/12,1.7765,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
07/08/12,1.7865,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
08/08/12,1.7808,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
09/08/12,1.7832,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
10/08/12,1.7822,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
13/08/12,1.7941,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
14/08/12,1.8034,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
15/08/12,1.7987,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
16/08/12,1.7944,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
17/08/12,1.8003,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
20/08/12,1.8032,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
21/08/12,1.7944,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
22/08/12,1.7933,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
23/08/12,1.7937,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
24/08/12,1.7975,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
27/08/12,1.8034,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
28/08/12,1.8103,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
29/08/12,1.8218,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
30/08/12,1.8268,0.25,5,11.995,7.7,-4.089,7.190856,2.6,-1270,8.1,-0.4
31/08/12,1.8179,0.25,5,11.995,7.7,-1.272,7.190856,2.6,-1270,8.1,-0.4
03/09/12,1.819,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
04/09/12,1.8214,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
05/09/12,1.8187,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
06/09/12,1.8097,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
07/09/12,1.7969,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
10/09/12,1.8028,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
11/09/12,1.8046,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
12/09/12,1.8076,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
13/09/12,1.8003,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
14/09/12,1.7967,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
17/09/12,1.7983,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
18/09/12,1.7968,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
19/09/12,1.794,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
20/09/12,1.7984,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
21/09/12,1.7943,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
24/09/12,1.7983,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
25/09/12,1.7923,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
26/09/12,1.7921,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
27/09/12,1.7883,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
28/09/12,1.797,0.25,5,11.995,7.7,-1.272,7.19384,2.6,-2599,7.8,-0.1
01/10/12,1.7919,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
02/10/12,1.792,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
03/10/12,1.8049,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
04/10/12,1.7984,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
05/10/12,1.8058,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
08/10/12,1.8108,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
09/10/12,1.8246,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
10/10/12,1.8183,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
11/10/12,1.8073,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
12/10/12,1.807,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
15/10/12,1.8103,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
16/10/12,1.8031,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
17/10/12,1.7986,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
18/10/12,1.7968,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
19/10/12,1.7942,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
22/10/12,1.7953,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
23/10/12,1.8016,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
24/10/12,1.8029,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
25/10/12,1.8013,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
26/10/12,1.8005,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
29/10/12,1.8048,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
30/10/12,1.7964,0.25,5,11.422,7.97,-2.6,5.636546,2.5,-1132,7.8,0.17
31/10/12,1.7926,0.25,5,11.422,7.97,-1.133,5.636546,2.5,-1132,7.8,0.17
01/11/12,1.788,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
02/11/12,1.7926,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
05/11/12,1.7816,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
06/11/12,1.7728,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
07/11/12,1.7859,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
08/11/12,1.7858,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
09/11/12,1.7903,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
12/11/12,1.8012,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
13/11/12,1.8075,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
14/11/12,1.8067,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
15/11/12,1.801,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
16/11/12,1.8,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
19/11/12,1.7977,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
20/11/12,1.7943,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
21/11/12,1.8022,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
22/11/12,1.7973,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
23/11/12,1.7938,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
26/11/12,1.796,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
27/11/12,1.7919,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
28/11/12,1.7919,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
29/11/12,1.7862,0.25,5,11.422,7.97,-1.133,4.605421,2.5,-4035,7.7,0.27
30/11/12,1.7872,0.25,5,11.422,7.97,-4.035,4.605421,2.5,-4035,7.7,0.27
03/12/12,1.7865,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
04/12/12,1.784,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
05/12/12,1.7861,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
06/12/12,1.7889,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
07/12/12,1.7892,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
10/12/12,1.7894,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
11/12/12,1.7832,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
12/12/12,1.7771,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
13/12/12,1.7812,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
14/12/12,1.778,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
17/12/12,1.7841,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
18/12/12,1.7787,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
19/12/12,1.7839,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
20/12/12,1.7868,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
21/12/12,1.7967,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
24/12/12,1.7963,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
25/12/12,1.7939,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
26/12/12,1.7939,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
27/12/12,1.7894,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
28/12/12,1.7898,0.25,5,11.422,7.97,-4.035,4.422782,2.5,-4811,7.9,0.07
31/12/12,1.7836,0.25,5,0.042,8.73,-4.81,4.422782,2.5,-4811,7.9,0.83
01/01/13,1.7849,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
02/01/13,1.7786,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
03/01/13,1.7848,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
04/01/13,1.7825,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
07/01/13,1.7798,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
08/01/13,1.7789,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
09/01/13,1.7752,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
10/01/13,1.7675,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
11/01/13,1.7705,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
14/01/13,1.7694,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
15/01/13,1.7691,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
16/01/13,1.764,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
17/01/13,1.753,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
18/01/13,1.76,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
21/01/13,1.764,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
22/01/13,1.7685,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
23/01/13,1.7714,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
24/01/13,1.7686,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
25/01/13,1.767,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
28/01/13,1.7726,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
29/01/13,1.7681,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
30/01/13,1.7678,0.25,5,0.042,8.73,-4.81,5.712789,3.6,-5449,8,0.73
31/01/13,1.7588,0.25,4.75,0.042,8.73,-5.68,5.712789,3.6,-5449,8,0.73
01/02/13,1.749,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
04/02/13,1.7613,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
05/02/13,1.7612,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
06/02/13,1.7694,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
07/02/13,1.7739,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
08/02/13,1.7711,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
11/02/13,1.7761,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
12/02/13,1.7723,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
13/02/13,1.7638,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
14/02/13,1.7682,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
15/02/13,1.767,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
18/02/13,1.7672,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
19/02/13,1.7764,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
20/02/13,1.7834,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
21/02/13,1.7934,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
22/02/13,1.8,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
25/02/13,1.8093,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
26/02/13,1.8068,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
27/02/13,1.7975,0.25,4.75,0.042,8.73,-5.68,5.047479,3.6,-4707,7.7,1.03
28/02/13,1.7985,0.25,4.5,0.042,8.73,-5.003,5.047479,3.6,-4707,7.7,1.03
01/03/13,1.7975,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
04/03/13,1.7989,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
05/03/13,1.7915,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
06/03/13,1.7982,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
07/03/13,1.7973,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
08/03/13,1.8065,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
11/03/13,1.7984,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
12/03/13,1.8028,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
13/03/13,1.8123,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
14/03/13,1.8098,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
15/03/13,1.8061,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
18/03/13,1.8128,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
19/03/13,1.825,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
20/03/13,1.8176,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
21/03/13,1.8184,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
22/03/13,1.8142,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
25/03/13,1.8221,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
26/03/13,1.8134,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
27/03/13,1.8139,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
28/03/13,1.8101,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
29/03/13,1.8103,0.25,4.5,0.042,8.73,-5.003,5.816749,3.6,-4697,7.5,1.23
01/04/13,1.8052,0.25,4.5,-13.095,9.6,-5.575,5.070699,0.5,-6721,7.6,2
02/04/13,1.8038,0.25,4.5,-13.095,9.6,-5.575,5.070699,0.5,-6721,7.6,2
03/04/13,1.8082,0.25,4.5,-13.095,9.6,-5.575,5.070699,0.5,-6721,7.6,2
04/04/13,1.8028,0.25,4.5,-13.095,9.6,-5.575,5.070699,0.5,-6721,7.6,2
05/04/13,1.7929,0.25,4.5,-13.095,9.6,-5.575,5.070699,0.5,-6721,7.6,2
08/04/13,1.7861,0.25,4.5,-13.095,9.6,-5.575,5.070699,0.5,-6721,7.6,2
09/04/13,1.784,0.25,4.5,-13.095,9.6,-5.575,5.070699,0.5,-6721,7.6,2
10/04/13,1.7889,0.25,4.5,-13.095,9.6,-5.575,5.070699,0.5,-6721,7.6,2
11/04/13,1.7841,0.25,4.5,-13.095,9.6,-5.575,5.070699,0.5,-6721,7.6,2
