Date,Exchange Rate,US Interest Rate,Turkey Interest Rate,Turkey GDP Growth Rate,Unemployment,Current Account Balance,Inflation Rate Differential,US GDP Growth Rate,Turkey Public Debt ,Unemployment (US),Unemployment Differential
25/09/18,6.1616,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
26/09/18,6.11,2.25,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
27/09/18,6.0104,2.25,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
28/09/18,6.0559,2.25,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
01/10/18,5.9397,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
02/10/18,5.9851,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
03/10/18,6.0464,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
04/10/18,6.1642,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
05/10/18,6.133,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
08/10/18,6.1113,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
09/10/18,6.1006,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
10/10/18,6.0759,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
11/10/18,5.9256,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
12/10/18,5.8732,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
15/10/18,5.7873,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
16/10/18,5.6857,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
17/10/18,5.5856,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
18/10/18,5.6372,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
19/10/18,5.6409,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
22/10/18,5.6698,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
23/10/18,5.74,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
24/10/18,5.7027,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
25/10/18,5.6349,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
26/10/18,5.5936,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
29/10/18,5.5611,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
30/10/18,5.4757,2.25,22.5,6.645,11.11,1.858,22.71785,1.1,3703,3.8,7.31
31/10/18,5.5829,2.25,22.5,6.645,11.11,2.644,22.71785,1.1,3703,3.8,7.31
01/11/18,5.5109,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
02/11/18,5.4289,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
05/11/18,5.312,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
06/11/18,5.3571,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
07/11/18,5.3611,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
08/11/18,5.4613,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
09/11/18,5.4561,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
12/11/18,5.4655,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
13/11/18,5.4774,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
14/11/18,5.4604,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
15/11/18,5.3514,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
16/11/18,5.333,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
19/11/18,5.3125,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
20/11/18,5.3781,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
21/11/18,5.3083,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
22/11/18,5.3029,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
23/11/18,5.2866,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
26/11/18,5.2485,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
27/11/18,5.2693,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
28/11/18,5.2219,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
29/11/18,5.1642,2.25,22.5,6.645,11.11,2.644,19.442199,1.1,2322,3.7,7.41
30/11/18,5.2153,2.25,22.5,6.645,11.11,1.062,19.442199,1.1,2322,3.7,7.41
03/12/18,5.2503,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
04/12/18,5.3875,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
05/12/18,5.3254,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
06/12/18,5.3397,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
07/12/18,5.3029,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
10/12/18,5.3254,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
11/12/18,5.3651,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
12/12/18,5.3454,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
13/12/18,5.3401,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
14/12/18,5.3621,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
17/12/18,5.3717,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
18/12/18,5.3455,2.25,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
19/12/18,5.2839,2.5,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
20/12/18,5.2625,2.5,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
21/12/18,5.3149,2.5,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
24/12/18,5.285,2.5,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
25/12/18,5.3038,2.5,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
26/12/18,5.2782,2.5,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
27/12/18,5.2854,2.5,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
28/12/18,5.2733,2.5,22.5,6.645,11.11,1.062,18.391601,1.1,-448,3.9,7.21
31/12/18,5.2894,2.5,22.5,-2.211,12.47,-1.524,18.391601,1.1,-448,3.9,8.57
01/01/19,5.2693,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
02/01/19,5.4009,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
03/01/19,5.4672,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
04/01/19,5.3323,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
07/01/19,5.3858,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
08/01/19,5.4857,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
09/01/19,5.4772,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
10/01/19,5.4171,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
11/01/19,5.4637,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
14/01/19,5.444,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
15/01/19,5.4471,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
16/01/19,5.3374,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
17/01/19,5.3476,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
18/01/19,5.3276,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
21/01/19,5.3224,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
22/01/19,5.3413,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
23/01/19,5.285,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
24/01/19,5.2654,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
25/01/19,5.2722,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
28/01/19,5.3269,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
29/01/19,5.3095,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
30/01/19,5.227,2.5,22.5,-2.211,12.47,-1.524,18.802505,3.1,-180,4,8.47
31/01/19,5.1646,2.5,22.5,-2.211,12.47,-0.546,18.802505,3.1,-180,4,8.47
01/02/19,5.2087,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
04/02/19,5.2177,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
05/02/19,5.1998,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
06/02/19,5.2159,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
07/02/19,5.2668,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
08/02/19,5.2474,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
11/02/19,5.2787,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
12/02/19,5.2526,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
13/02/19,5.2844,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
14/02/19,5.273,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
15/02/19,5.2838,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
18/02/19,5.2974,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
19/02/19,5.2827,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
20/02/19,5.3254,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
21/02/19,5.32,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
22/02/19,5.318,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
25/02/19,5.3029,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
26/02/19,5.3064,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
27/02/19,5.3131,2.5,22.5,-2.211,12.47,-0.546,18.151505,3.1,-117,3.8,8.67
28/02/19,5.337,2.5,22.5,-2.211,12.47,-0.692,18.151505,3.1,-117,3.8,8.67
01/03/19,5.3733,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
04/03/19,5.3777,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
05/03/19,5.3865,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
06/03/19,5.4279,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
07/03/19,5.4702,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
08/03/19,5.4395,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
11/03/19,5.4451,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
12/03/19,5.4548,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
13/03/19,5.4562,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
14/03/19,5.4667,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
15/03/19,5.4466,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
18/03/19,5.4678,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
19/03/19,5.4757,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
20/03/19,5.4234,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
21/03/19,5.4654,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
22/03/19,5.7593,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
25/03/19,5.5503,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
26/03/19,5.3278,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
27/03/19,5.3288,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
28/03/19,5.5603,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
29/03/19,5.5707,2.5,22.5,-2.211,12.47,-0.692,17.850387,3.1,-120,3.8,8.67
01/04/19,5.4888,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
02/04/19,5.6093,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
03/04/19,5.6248,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
04/04/19,5.5921,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
05/04/19,5.626,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
08/04/19,5.6882,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
09/04/19,5.6938,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
10/04/19,5.6805,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
11/04/19,5.7355,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
12/04/19,5.7815,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
15/04/19,5.8041,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
16/04/19,5.77,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
17/04/19,5.7424,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
18/04/19,5.7982,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
19/04/19,5.811,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
22/04/19,5.8257,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
23/04/19,5.8284,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
24/04/19,5.8734,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
25/04/19,5.928,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
26/04/19,5.938,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
29/04/19,5.9485,2.5,22.5,-14.312,14.5,-0.506,17.50586,2,-470,3.6,10.9
30/04/19,5.9661,2.5,22.5,-14.312,14.5,-0.963,17.50586,2,-470,3.6,10.9
01/05/19,5.966,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
02/05/19,5.9641,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
03/05/19,5.9642,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
06/05/19,6.0813,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
07/05/19,6.1503,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
08/05/19,6.1828,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
09/05/19,6.1931,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
10/05/19,5.9827,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
13/05/19,6.0586,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
14/05/19,6.0299,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
15/05/19,5.9997,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
16/05/19,6.0454,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
17/05/19,6.0553,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
20/05/19,6.0262,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
21/05/19,6.0517,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
22/05/19,6.0998,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
23/05/19,6.0954,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
24/05/19,6.0821,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
27/05/19,6.0612,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
28/05/19,6.0316,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
29/05/19,6.0121,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
30/05/19,5.8767,2.5,22.5,-14.312,14.5,-0.963,16.921372,2,1077,3.6,10.9
31/05/19,5.8391,2.5,22.5,-14.312,14.5,0.334,16.921372,2,1077,3.6,10.9
03/06/19,5.834,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
04/06/19,5.7819,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
05/06/19,5.7313,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
06/06/19,5.7793,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
07/06/19,5.8305,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
10/06/19,5.7755,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
11/06/19,5.7975,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
12/06/19,5.8086,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
13/06/19,5.8688,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
14/06/19,5.8951,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
17/06/19,5.8732,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
18/06/19,5.8278,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
19/06/19,5.7904,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
20/06/19,5.7638,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
21/06/19,5.8173,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
24/06/19,5.8082,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
25/06/19,5.7953,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
26/06/19,5.7742,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
27/06/19,5.7719,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
28/06/19,5.7937,2.5,22.5,-14.312,14.5,0.334,14.071635,2,-112,3.7,10.8
01/07/19,5.6506,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
02/07/19,5.6574,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
03/07/19,5.6226,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
04/07/19,5.5967,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
05/07/19,5.628,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
08/07/19,5.7344,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
09/07/19,5.7322,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
10/07/19,5.6763,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
11/07/19,5.6739,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
12/07/19,5.7212,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
15/07/19,5.7147,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
16/07/19,5.7102,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
17/07/19,5.6846,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
18/07/19,5.618,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
19/07/19,5.6591,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
22/07/19,5.6796,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
23/07/19,5.718,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
24/07/19,5.7064,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
25/07/19,5.6954,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
26/07/19,5.6672,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
29/07/19,5.6151,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
30/07/19,5.5587,2.5,22.5,10.085,12.93,-0.508,14.835265,1.9,1957,3.7,9.23
31/07/19,5.5827,2.25,18.25,10.085,12.93,1.166,14.835265,1.9,1957,3.7,9.23
01/08/19,5.604,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
02/08/19,5.5584,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
05/08/19,5.5712,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
06/08/19,5.5219,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
07/08/19,5.4942,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
08/08/19,5.4754,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
09/08/19,5.4952,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
12/08/19,5.5644,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
13/08/19,5.5654,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
14/08/19,5.6123,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
15/08/19,5.5672,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
16/08/19,5.5796,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
19/08/19,5.6603,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
20/08/19,5.7314,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
21/08/19,5.7166,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
22/08/19,5.7686,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
23/08/19,5.7593,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
26/08/19,5.8235,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
27/08/19,5.8278,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
28/08/19,5.8151,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
29/08/19,5.8382,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
30/08/19,5.8324,2.25,18.25,10.085,12.93,1.166,13.25865,1.9,3297,3.7,9.23
02/09/19,5.8065,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
03/09/19,5.729,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
04/09/19,5.6646,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
05/09/19,5.6917,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
06/09/19,5.7118,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
09/09/19,5.7492,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
10/09/19,5.7693,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
11/09/19,5.7495,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
12/09/19,5.6579,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
13/09/19,5.6873,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
16/09/19,5.7285,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
17/09/19,5.7009,2.25,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
18/09/19,5.6768,2,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
19/09/19,5.7187,2,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
20/09/19,5.743,2,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
23/09/19,5.7177,2,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
24/09/19,5.6979,2,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
25/09/19,5.6697,2,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
26/09/19,5.6672,2,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
27/09/19,5.6726,2,18.25,10.085,12.93,2.571,7.550797,1.9,2866,3.5,9.43
30/09/19,5.6504,2,15,9.454,13.9,2.353,7.550797,2.1,2866,3.5,10.4
01/10/19,5.7231,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
02/10/19,5.701,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
03/10/19,5.6948,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
04/10/19,5.6989,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
07/10/19,5.8324,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
08/10/19,5.8302,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
09/10/19,5.8702,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
